"drug_name","generic_name","brand_generic","category","dosage_form","route","active_ingredients","single_or_combo","excipients_raw","gluten_flag","flagged_excipients","flagged_excipient_flags","ndc_code","package_ndc","approval_type","marketing_status","manufacturer","set_id","dailymed_url"
"Pain Relief PM","Acetaminophen 500 mg and Diphenhydramine HCl 25 mg","otc_monograph","analgesic_antipyretic","TABLET","ORAL","ACETAMINOPHEN; DIPHENHYDRAMINE HYDROCHLORIDE","combo","CROSCARMELLOSE SODIUM; FD&C BLUE NO. 1; HYPROMELLOSES; MICROCRYSTALLINE CELLULOSE; POLYETHYLENE GLYCOL 1000; POVIDONE; STARCH, CORN; SILICON DIOXIDE; STEARIC ACID; TITANIUM DIOXIDE; CARNAUBA WAX; FD&C BLUE NO. 2; POLYSORBATE 80","gluten_free","CROSCARMELLOSE SODIUM; STARCH, CORN","gluten_free; gluten_free","69168-393","69168-393-02","OTC Monograph Drug","active","Allegiant Health","423a8445-964c-4cdb-889a-f391ca5253e7","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=423a8445-964c-4cdb-889a-f391ca5253e7"
"Acetaminophen","Acetaminophen","otc_monograph","analgesic_antipyretic","TABLET","ORAL","ACETAMINOPHEN","single","STEARIC ACID; STARCH, CORN; SODIUM STARCH GLYCOLATE TYPE A POTATO; POVIDONE K30; POLYETHYLENE GLYCOL, UNSPECIFIED; HYPROMELLOSES","gluten_free","STARCH, CORN; SODIUM STARCH GLYCOLATE TYPE A POTATO","gluten_free; gluten_free","69396-144","69396-144-01","OTC Monograph Drug","active","Trifecta Pharmaceuticals USA LLC","09935a74-34b0-0e7c-e063-6294a90a7c83","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=09935a74-34b0-0e7c-e063-6294a90a7c83"
"Acetaminophen 325mg","Acetaminophen 325mg","otc_monograph","analgesic_antipyretic","TABLET","ORAL","Acetaminophen","single","STARCH, CORN; POVIDONE; SODIUM STARCH GLYCOLATE TYPE A CORN; STEARIC ACID","gluten_free","STARCH, CORN; SODIUM STARCH GLYCOLATE TYPE A CORN","gluten_free; gluten_free","69168-010","","OTC Monograph Drug","active","Allegiant Health","61c6d281-e59b-4277-bbce-f71c12c2a56d","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=61c6d281-e59b-4277-bbce-f71c12c2a56d"
"Tylenol PM","ACETAMINOPHEN, DIPHENHYDRAMINE HYDROCHLORIDE","otc_monograph","analgesic_antipyretic","TABLET, FILM COATED","ORAL","ACETAMINOPHEN; DIPHENHYDRAMINE HYDROCHLORIDE","combo","CARNAUBA WAX; CROSPOVIDONE; FD&C BLUE NO. 1; ALUMINUM OXIDE; HYPROMELLOSE, UNSPECIFIED; MAGNESIUM STEARATE; MICROCRYSTALLINE CELLULOSE; POLYETHYLENE GLYCOL, UNSPECIFIED; POLYSORBATE 80; POVIDONE, UNSPECIFIED; STEARIC ACID; TITANIUM DIOXIDE","gluten_free","","","50269-608","50269-608-06","OTC Monograph Drug","active","JC World Bell Wholesale Co., Inc.","83df6b68-8bb5-410b-bb97-0a5eecf424f2","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=83df6b68-8bb5-410b-bb97-0a5eecf424f2"
"Butalbital, Acetaminophen, and Caffeine","Butalbital, Acetaminophen, and Caffeine Capsules","generic","analgesic_antipyretic","CAPSULE","ORAL","BUTALBITAL; ACETAMINOPHEN; CAFFEINE","combo","STARCH, CORN; TALC; CELLULOSE, MICROCRYSTALLINE; SILICON DIOXIDE; STEARIC ACID; GELATIN; TITANIUM DIOXIDE; FD&C BLUE NO. 2; FERRIC OXIDE YELLOW; FD&C BLUE NO. 1; SHELLAC; ISOPROPYL ALCOHOL; BUTYL ALCOHOL; PROPYLENE GLYCOL; SODIUM HYDROXIDE; POVIDONE; ALCOHOL; FERROSOFERRIC OXIDE; AMMONIA; DIMETHICONE","gluten_free","STARCH, CORN","gluten_free","0527-4095","0527-4095-37","ANDA","active","Lannett Company, Inc.","4d62259d-a582-4621-b62e-3d5640cadf7c","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4d62259d-a582-4621-b62e-3d5640cadf7c"
"Tylenol Extra Strength","ACETAMINOPHEN","otc_monograph","analgesic_antipyretic","TABLET, FILM COATED","ORAL","ACETAMINOPHEN","single","CARNAUBA WAX; STARCH, CORN; FD&C RED NO. 40; ALUMINUM OXIDE; HYPROMELLOSE, UNSPECIFIED; MAGNESIUM STEARATE; POLYETHYLENE GLYCOL, UNSPECIFIED; POWDERED CELLULOSE; PROPYLENE GLYCOL; SHELLAC; SODIUM STARCH GLYCOLATE TYPE A POTATO; TITANIUM DIOXIDE","gluten_free","STARCH, CORN; SODIUM STARCH GLYCOLATE TYPE A POTATO","gluten_free; gluten_free","50269-449","","OTC Monograph Drug","active","JC World Bell Wholesale Co., Inc.","68b0be18-198e-48c7-a7a2-e81cbcf0fbe8","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=68b0be18-198e-48c7-a7a2-e81cbcf0fbe8"
"Tylenol Sinus Severe","ACETAMINOPHEN, GUAIFENESIN, PHENYLEPHRINE HYDROCHLORIDE","otc_monograph","analgesic_antipyretic","TABLET, COATED","ORAL","ACETAMINOPHEN; GUAIFENESIN; PHENYLEPHRINE HYDROCHLORIDE","combo","CARNAUBA WAX; CROSCARMELLOSE SODIUM; METHYL SALICYLATE; HYPROMELLOSE, UNSPECIFIED; MAGNESIUM STEARATE; MICROCRYSTALLINE CELLULOSE; SUCRALOSE; TITANIUM DIOXIDE; TRIACETIN","gluten_free","CROSCARMELLOSE SODIUM","gluten_free","67414-507","","OTC Monograph Drug","active","Jones Healthcare Group - Packaging Services, Inc","6c90b415-4c5f-49e5-beb6-4cf225797b21","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6c90b415-4c5f-49e5-beb6-4cf225797b21"
"Tylenol Cold Plus Flu Severe","ACETAMINOPHEN, DEXTROMETHORPHAN HYDROBROMIDE, GUAIFENESIN, PHENYLEPHRINE HYDROCHLORIDE","otc_monograph","analgesic_antipyretic","TABLET, FILM COATED","ORAL","ACETAMINOPHEN; DEXTROMETHORPHAN HYDROBROMIDE; GUAIFENESIN; PHENYLEPHRINE HYDROCHLORIDE","combo","CARNAUBA WAX; CROSCARMELLOSE SODIUM; D&C YELLOW NO. 10; METHYL SALICYLATE; HYPROMELLOSE, UNSPECIFIED; MAGNESIUM STEARATE; MICROCRYSTALLINE CELLULOSE; POLYETHYLENE GLYCOL, UNSPECIFIED; SUCRALOSE; TITANIUM DIOXIDE","gluten_free","CROSCARMELLOSE SODIUM","gluten_free","67414-402","","OTC Monograph Drug","active","Jones Healthcare Group - Packaging Services, Inc","8b8582c0-8aef-482f-9738-2f1d4e325d64","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8b8582c0-8aef-482f-9738-2f1d4e325d64"
"Tylenol Extra Strength","ACETAMINOPHEN","otc_monograph","analgesic_antipyretic","TABLET, FILM COATED","ORAL","ACETAMINOPHEN","single","POLYETHYLENE GLYCOL, UNSPECIFIED; POWDERED CELLULOSE; PROPYLENE GLYCOL; SHELLAC; SODIUM STARCH GLYCOLATE TYPE A POTATO; TITANIUM DIOXIDE; CARNAUBA WAX; STARCH, CORN; FD&C RED NO. 40; ALUMINUM OXIDE; HYPROMELLOSE, UNSPECIFIED; MAGNESIUM STEARATE","gluten_free","SODIUM STARCH GLYCOLATE TYPE A POTATO; STARCH, CORN","gluten_free; gluten_free","50269-008","","OTC Monograph Drug","active","JC World Bell Wholesale Co., Inc.","919c0b9c-9267-4214-8ace-633438f8e7a4","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=919c0b9c-9267-4214-8ace-633438f8e7a4"
"MIDOL COMPLETE","ACETAMINOPHEN, CAFFEINE, PYRILAMINE MALEATE","otc_monograph","analgesic_antipyretic","TABLET","ORAL","ACETAMINOPHEN; CAFFEINE; PYRILAMINE MALEATE","combo","CARNAUBA WAX; CROSCARMELLOSE SODIUM; FD&C BLUE NO. 2--ALUMINUM LAKE; HYPROMELLOSES; MAGNESIUM STEARATE; CELLULOSE, MICROCRYSTALLINE; PROPYLENE GLYCOL; SHELLAC; TITANIUM DIOXIDE; TRIACETIN","gluten_free","CROSCARMELLOSE SODIUM","gluten_free","50269-009","","OTC Monograph Drug","active","JC World Bell Wholesale Co., Inc.","9f2c6021-a944-478b-81c1-ec86824ee7a5","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9f2c6021-a944-478b-81c1-ec86824ee7a5"
"8 Hour Arthritis Pain","Acetaminophen","generic","analgesic_antipyretic","TABLET, EXTENDED RELEASE","ORAL","ACETAMINOPHEN","single","HYDROXYETHYL CELLULOSE (140 MPA.S AT 5%); HYPROMELLOSE 2910 (6 MPA.S); MAGNESIUM STEARATE; CELLULOSE, MICROCRYSTALLINE; POLYETHYLENE GLYCOL 400; POVIDONE K30; STARCH, CORN; SODIUM STARCH GLYCOLATE TYPE A CORN; STEARIC ACID","gluten_free","STARCH, CORN; SODIUM STARCH GLYCOLATE TYPE A CORN","gluten_free; gluten_free","68998-401","","ANDA","active","MARC GLASSMAN, INC.","e2387b9c-94c0-397a-e053-2995a90a444c","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e2387b9c-94c0-397a-e053-2995a90a444c"
"Acetaminophen","Acetaminophen","otc_monograph","analgesic_antipyretic","TABLET, COATED","ORAL","ACETAMINOPHEN","single","HYPROMELLOSES; MINERAL OIL; POLYETHYLENE GLYCOL, UNSPECIFIED; POLYSORBATE 80; POVIDONE; STARCH, PREGELATINIZED CORN; SODIUM STARCH GLYCOLATE TYPE A CORN; STEARIC ACID; TITANIUM DIOXIDE","gluten_free","STARCH, PREGELATINIZED CORN; SODIUM STARCH GLYCOLATE TYPE A CORN","gluten_free; gluten_free","72476-104","","OTC Monograph Drug","active","RETAIL BUSINESS SERVICES , LLC.","eb644e9e-36dc-5f84-e053-2a95a90affa5","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=eb644e9e-36dc-5f84-e053-2a95a90affa5"
"Sinus Pressure plus Pain PE","ACETAMINOPHEN and PHENYLEPHRINE HYDROCHLORIDE","otc_monograph","analgesic_antipyretic","TABLET, COATED","ORAL","ACETAMINOPHEN; PHENYLEPHRINE HYDROCHLORIDE","combo","SILICON DIOXIDE; CROSCARMELLOSE SODIUM; CROSPOVIDONE, UNSPECIFIED; FD&C YELLOW NO. 6; ALUMINUM OXIDE; FERRIC OXIDE YELLOW; MAGNESIUM STEARATE; CELLULOSE, MICROCRYSTALLINE; POLYETHYLENE GLYCOL, UNSPECIFIED; POLYVINYL ALCOHOL, UNSPECIFIED; POVIDONE, UNSPECIFIED; STARCH, CORN; STEARIC ACID; TALC; TITANIUM DIOXIDE","gluten_free","CROSCARMELLOSE SODIUM; STARCH, CORN","gluten_free; gluten_free","72476-120","","OTC Monograph Drug","active","RETAIL BUSINESS SERVICES , LLC.","eb64750f-19ac-655f-e053-2995a90a33b5","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=eb64750f-19ac-655f-e053-2995a90a33b5"
"Pain Relief PM","Acetaminophen and Diphenhydramine Hydrochloride","otc_monograph","analgesic_antipyretic","TABLET, COATED","ORAL","ACETAMINOPHEN; DIPHENHYDRAMINE HYDROCHLORIDE","combo","SILICON DIOXIDE; COPOVIDONE K25-31; CROSCARMELLOSE SODIUM; FD&C BLUE NO. 1; HYPROMELLOSES; LACTOSE; MAGNESIUM STEARATE; CELLULOSE, MICROCRYSTALLINE; POLYETHYLENE GLYCOL, UNSPECIFIED; POVIDONE; STARCH, PREGELATINIZED CORN; SODIUM STARCH GLYCOLATE TYPE A CORN; STEARIC ACID; TITANIUM DIOXIDE","gluten_free","CROSCARMELLOSE SODIUM; STARCH, PREGELATINIZED CORN; SODIUM STARCH GLYCOLATE TYPE A CORN","gluten_free; gluten_free; gluten_free","61504-095","","OTC Monograph Drug","active","AMERIFOODS TRADING COMPANY","f6dd6396-93e9-1096-e053-6394a90af06d","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f6dd6396-93e9-1096-e053-6394a90af06d"
"Migraine Relief","ACETAMINOPHEN, ASPIRIN and CAFFEINE","generic","analgesic_antipyretic","TABLET","ORAL","ACETAMINOPHEN; ASPIRIN; CAFFEINE","combo","SODIUM STEARYL FUMARATE; POLYETHYLENE GLYCOL 400; CELLULOSE, MICROCRYSTALLINE; CARNAUBA WAX; TITANIUM DIOXIDE; HYDROXYPROPYL CELLULOSE (110000 WAMW); HYPROMELLOSE 2910 (6 MPA.S)","gluten_free","","","72036-305","","ANDA","active","HARRIS TEETER","ff32572c-393b-0b49-e053-6394a90a83da","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ff32572c-393b-0b49-e053-6394a90a83da"
"8 Hour Arthritis Pain","Acetaminophen","generic","analgesic_antipyretic","TABLET, EXTENDED RELEASE","ORAL","ACETAMINOPHEN","single","HYDROXYETHYL CELLULOSE (140 MPA.S AT 5%); HYPROMELLOSE 2910 (6 MPA.S); MAGNESIUM STEARATE; CELLULOSE, MICROCRYSTALLINE; POLYETHYLENE GLYCOL 400; POVIDONE K30; STARCH, CORN; SODIUM STARCH GLYCOLATE TYPE A CORN; STEARIC ACID","gluten_free","STARCH, CORN; SODIUM STARCH GLYCOLATE TYPE A CORN","gluten_free; gluten_free","46122-629","","ANDA","active","AMERISOURCE BERGEN","7888eff3-3030-4aa0-89e3-9795aa214659","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7888eff3-3030-4aa0-89e3-9795aa214659"
"Acetaminophen","Acetaminophen","otc_monograph","analgesic_antipyretic","TABLET, COATED","ORAL","ACETAMINOPHEN","single","MINERAL OIL; POLYETHYLENE GLYCOL, UNSPECIFIED; POLYSORBATE 80; POVIDONE; STARCH, PREGELATINIZED CORN; SODIUM STARCH GLYCOLATE TYPE A CORN; STEARIC ACID; TITANIUM DIOXIDE; HYPROMELLOSES","gluten_free","STARCH, PREGELATINIZED CORN; SODIUM STARCH GLYCOLATE TYPE A CORN","gluten_free; gluten_free","61504-104","","OTC Monograph Drug","active","AMERIFOODS TRADING COMPANY","f6dd387d-c768-9443-e053-6394a90aca14","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f6dd387d-c768-9443-e053-6394a90aca14"
"Pain Reliever PM","ACETAMINOPHEN, DIPHENHYDRAMINE HYDROCHLORIDE","otc_monograph","analgesic_antipyretic","TABLET","ORAL","ACETAMINOPHEN; DIPHENHYDRAMINE HYDROCHLORIDE","combo","CARNAUBA WAX; SILICON DIOXIDE; CROSCARMELLOSE SODIUM; FD&C BLUE NO. 1; ALUMINUM OXIDE; FD&C BLUE NO. 2; HYPROMELLOSE, UNSPECIFIED; MICROCRYSTALLINE CELLULOSE; POLYETHYLENE GLYCOL, UNSPECIFIED; POVIDONE; STEARIC ACID; TITANIUM DIOXIDE","gluten_free","CROSCARMELLOSE SODIUM","gluten_free","54257-278","54257-278-02","OTC Monograph Drug","active","Magno-Humphries, Inc.","9d2275c8-0c3d-d2b3-e053-2995a90a368e","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9d2275c8-0c3d-d2b3-e053-2995a90a368e"
"Pain Reliever","ACETAMINOPHEN","otc_monograph","analgesic_antipyretic","TABLET","ORAL","ACETAMINOPHEN","single","POLYETHYLENE GLYCOL, UNSPECIFIED; STEARIC ACID","gluten_free","","","54257-473","54257-473-02","OTC Monograph Drug","active","Magno-Humphries, Inc.","9d22bedb-9fb3-8421-e053-2a95a90acf4a","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9d22bedb-9fb3-8421-e053-2a95a90acf4a"
"Extraprin","ACETAMINOPHEN, ASPIRIN, CAFFEINE","otc_monograph","analgesic_antipyretic","TABLET","ORAL","ACETAMINOPHEN; ASPIRIN; CAFFEINE","combo","STARCH, CORN; HYPROMELLOSE, UNSPECIFIED; MICROCRYSTALLINE CELLULOSE; POVIDONE; PROPYLENE GLYCOL; SILICON DIOXIDE; STEARIC ACID; TITANIUM DIOXIDE; TRIACETIN","gluten_free","STARCH, CORN","gluten_free","54257-858","54257-858-02","OTC Monograph Drug","active","Magno-Humphries, Inc.","9d22cdc8-29c5-4273-e053-2a95a90ad0bf","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9d22cdc8-29c5-4273-e053-2a95a90ad0bf"
"Acetaminophen Regular Strength","ACETAMINOPHEN","otc_monograph","analgesic_antipyretic","TABLET","ORAL","ACETAMINOPHEN","single","STARCH, CORN; STEARIC ACID","gluten_free","STARCH, CORN","gluten_free","54257-720","54257-720-02","OTC Monograph Drug","active","Magno-Humphries, Inc.","9d22d642-8aaf-d17e-e053-2995a90ae182","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9d22d642-8aaf-d17e-e053-2995a90ae182"
"SafeTynadol","ACETAMINOPHEN","otc_monograph","analgesic_antipyretic","TABLET, COATED","ORAL","ACETAMINOPHEN","single","POVIDONE K30; STARCH, CORN; STEARIC ACID; SODIUM STARCH GLYCOLATE TYPE A; MANNITOL; SUCRALOSE; LOW-SUBSTITUTED HYDROXYPROPYL CELLULOSE, UNSPECIFIED; SILICON DIOXIDE; MAGNESIUM STEARATE; POLYETHYLENE GLYCOL 6000; HYPROMELLOSE 2910 (6 MPA.S); TITANIUM DIOXIDE","unknown","STARCH, CORN; SODIUM STARCH GLYCOLATE TYPE A","gluten_free; unknown","81389-001","81389-001-01","OTC Monograph Drug","active","Sinew Pharma Inc.","b956d527-7ea7-e084-e053-2a95a90a866d","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b956d527-7ea7-e084-e053-2a95a90a866d"
"Dual Action Pain Relief","Acetaminophen, Ibuprofen","generic","analgesic_antipyretic","TABLET","ORAL","ACETAMINOPHEN; IBUPROFEN","combo","CROSCARMELLOSE SODIUM; GLYCERYL DIBEHENATE; MICROCRYSTALLINE CELLULOSE; HYPROMELLOSE, UNSPECIFIED; POLYDEXTROSE; POVIDONE; TITANIUM DIOXIDE; TRIACETIN; FERRIC OXIDE YELLOW; SILICON DIOXIDE; STARCH, CORN; FERRIC OXIDE RED","gluten_free","CROSCARMELLOSE SODIUM; STARCH, CORN","gluten_free; gluten_free","49483-716","","ANDA","active","TIME CAP LABORATORIES, INC.","08acd3bf-ad0c-f693-e063-6394a90ad8c2","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=08acd3bf-ad0c-f693-e063-6394a90ad8c2"
"Night-Time Cold and Flu Relief","Acetaminophen, Doxylamine Succinate, Dextromethorphan HBr","otc_monograph","analgesic_antipyretic","CAPSULE, LIQUID FILLED","ORAL","ACETAMINOPHEN; DEXTROMETHORPHAN HYDROBROMIDE; DOXYLAMINE SUCCINATE","combo","FD&C BLUE NO. 1; D&C YELLOW NO. 10; GELATIN; GLYCERIN; POLYETHYLENE GLYCOL 400; POVIDONE K30; PROPYLENE GLYCOL; WATER; SORBITOL; METHYLPARABEN; PROPYLPARABEN; TITANIUM DIOXIDE","gluten_free","","","69517-161","","OTC Monograph Drug","active","HealthLife of USA","2ffd62a6-703f-4cb0-bb13-49719c004d00","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2ffd62a6-703f-4cb0-bb13-49719c004d00"
"PENTREXCILINA","Acetaminophen, Phenylephrine Hydrochloride, Dextromethorphan Hydrobromide","otc_monograph","analgesic_antipyretic","TABLET","ORAL","ACETAMINOPHEN; PHENYLEPHRINE HYDROCHLORIDE; DEXTROMETHORPHAN HYDROBROMIDE","combo","SILICON DIOXIDE; MALTODEXTRIN; CELLULOSE, MICROCRYSTALLINE; POVIDONE; STARCH, CORN; STEARIC ACID; SODIUM STARCH GLYCOLATE TYPE A CORN","gluten_free","MALTODEXTRIN; STARCH, CORN; SODIUM STARCH GLYCOLATE TYPE A CORN","gluten_free; gluten_free; gluten_free","69517-155","","OTC Monograph Drug","active","Healthlife of USA","ae9ada14-0ec8-4c01-a874-237f2108936a","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ae9ada14-0ec8-4c01-a874-237f2108936a"
"Day-Time Cold and Flu Relief","Acetaminophen, Phenylephrine, Dextromethorphan","otc_monograph","analgesic_antipyretic","CAPSULE, LIQUID FILLED","ORAL","ACETAMINOPHEN; DEXTROMETHORPHAN HYDROBROMIDE; PHENYLEPHRINE HYDROCHLORIDE","combo","FD&C RED NO. 40; FD&C YELLOW NO. 6; GELATIN; GLYCERIN; POLYETHYLENE GLYCOL 400; POVIDONE K30; PROPYLENE GLYCOL; WATER; SORBITOL; METHYLPARABEN; PROPYLPARABEN; TITANIUM DIOXIDE","gluten_free","","","69517-160","","OTC Monograph Drug","active","HealthLife of USA","c5f6cf22-2aaa-40e1-b7b3-448e55898d62","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c5f6cf22-2aaa-40e1-b7b3-448e55898d62"
"Pain Reliever","Acetaminophen","otc_monograph","analgesic_antipyretic","TABLET","ORAL","ACETAMINOPHEN","single","POVIDONE; SODIUM STARCH GLYCOLATE TYPE A CORN; STEARIC ACID; STARCH, CORN; TITANIUM DIOXIDE; HYPROMELLOSES; MINERAL OIL","gluten_free","SODIUM STARCH GLYCOLATE TYPE A CORN; STARCH, CORN","gluten_free; gluten_free","0363-9417","0363-9417-15","OTC Monograph Drug","active","WALGREENS","f3c69974-7f51-2227-e053-2995a90a5570","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f3c69974-7f51-2227-e053-2995a90a5570"
"Maximum strength Day cold and flu and Night severe cold and flu","Acetaminophe, Dextromethorphan HBr, Guaifenesin, Phenylephrine HCl, Triprolidine HCl Tablets","otc_monograph","analgesic_antipyretic","KIT","ORAL","","single","","no_data","","","49483-726","","OTC Monograph Drug","active","TIME CAP LABORATORIES,INC","fff69901-965c-5372-e053-6394a90a29c2","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fff69901-965c-5372-e053-6394a90a29c2"
"SED-MAX","Acetaminophen 500 mg with Caffeine 65mg","otc_monograph","analgesic_antipyretic","TABLET, COATED","ORAL","ACETAMINOPHEN; CAFFEINE","combo","STARCH, CORN; CROSCARMELLOSE; CROSPOVIDONE; D&C RED NO. 27 ALUMINUM LAKE; FD&C RED NO. 40; FD&C YELLOW NO. 6; HYPROMELLOSES; MICROCRYSTALLINE CELLULOSE; POLYETHYLENE GLYCOL, UNSPECIFIED; POVIDONE; SILICON DIOXIDE; STEARIC ACID; TITANIUM DIOXIDE","gluten_free","STARCH, CORN","gluten_free","69197-029","","OTC Monograph Drug","active","Command Brands, LLC","4920a0e9-6f88-4df0-8657-77c95a3b9617","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4920a0e9-6f88-4df0-8657-77c95a3b9617"
"Clear Choice Extra Strength Pain Reliever","ACETAMINOPHEN","otc_monograph","analgesic_antipyretic","TABLET","ORAL","ACETAMINOPHEN","single","STARCH, CORN; HYPROMELLOSES; POLYETHYLENE GLYCOL, UNSPECIFIED; STEARIC ACID; TITANIUM DIOXIDE; POVIDONE; SODIUM STARCH GLYCOLATE TYPE A CORN","gluten_free","STARCH, CORN; SODIUM STARCH GLYCOLATE TYPE A CORN","gluten_free; gluten_free","53185-002","53185-002-00","OTC Monograph Drug","active","Athlete's Needs, Inc.","b895a8f2-fb6e-42e4-af09-ff4f7dc3e719","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b895a8f2-fb6e-42e4-af09-ff4f7dc3e719"
"Extra Strength Pain Relief","Acetaminophen","otc_monograph","analgesic_antipyretic","CAPSULE, GELATIN COATED","ORAL","ACETAMINOPHEN","single","CROSCARMELLOSE SODIUM; D&C RED NO. 33; FD&C BLUE NO. 1; FD&C RED NO. 40; GELATIN; HYDROXYPROPYL CELLULOSE; HYPROMELLOSES; FERROSOFERRIC OXIDE; POLYETHYLENE GLYCOL, UNSPECIFIED; POVIDONE; PROPYLENE GLYCOL; SHELLAC; STARCH, CORN; STEARIC ACID; TITANIUM DIOXIDE; FERRIC OXIDE RED; FERRIC OXIDE YELLOW","gluten_free","CROSCARMELLOSE SODIUM; STARCH, CORN","gluten_free; gluten_free","57896-251","57896-251-01","OTC Monograph Drug","active","Geri-Care Pharmaceutical Corp","e65dbd01-2d5e-4067-ad98-98d879cfb5ee","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e65dbd01-2d5e-4067-ad98-98d879cfb5ee"
"Acetaminophen Extended-Release Tablets, 650 mg","Acetaminophen","generic","analgesic_antipyretic","TABLET, EXTENDED RELEASE","ORAL","ACETAMINOPHEN","single","STARCH, CORN; POVIDONE K30; MAGNESIUM STEARATE; HYPROMELLOSE, UNSPECIFIED; TRIACETIN; CARNAUBA WAX; TITANIUM DIOXIDE; MICROCRYSTALLINE CELLULOSE; SODIUM STARCH GLYCOLATE TYPE A; HYDROXYETHYL CELLULOSE (140 MPA.S AT 5%)","unknown","STARCH, CORN; SODIUM STARCH GLYCOLATE TYPE A","gluten_free; unknown","25000-071","","ANDA","active","MARKSANS PHARMA LIMITED","d973a910-5fe0-4a85-884d-2c3987836691","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d973a910-5fe0-4a85-884d-2c3987836691"
"Acetaminophen Extended-Release Tablets, 650 mg","Acetaminophen","generic","analgesic_antipyretic","TABLET, EXTENDED RELEASE","ORAL","ACETAMINOPHEN","single","STARCH, CORN; POVIDONE K30; MAGNESIUM STEARATE; HYPROMELLOSE, UNSPECIFIED; TRIACETIN; CARNAUBA WAX; TITANIUM DIOXIDE; MICROCRYSTALLINE CELLULOSE; SODIUM STARCH GLYCOLATE TYPE A; HYDROXYETHYL CELLULOSE (140 MPA.S AT 5%)","unknown","STARCH, CORN; SODIUM STARCH GLYCOLATE TYPE A","gluten_free; unknown","25000-108","","ANDA","active","MARKSANS PHARMA LIMITED","d973a910-5fe0-4a85-884d-2c3987836691","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d973a910-5fe0-4a85-884d-2c3987836691"
"Childrens Chewable Acetaminophen","Acetaminophen","otc_monograph","analgesic_antipyretic","TABLET, CHEWABLE","ORAL","ACETAMINOPHEN","single","ASPARTAME; INVERT SUGAR; D&C RED NO. 27; DEXTROSE; FD&C YELLOW NO. 6; MAGNESIUM STEARATE; MICROCRYSTALLINE CELLULOSE; STEARIC ACID","gluten_free","","","51376-130","51376-130-10","OTC Monograph Drug","active","BLESSINGS INTERNATIONAL","ee8ba190-2c42-7ca2-e053-2a95a90a01a0","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ee8ba190-2c42-7ca2-e053-2a95a90a01a0"
"Cold Medicine","Acetaminophen, Chlorpheniramine maleate, Phenylephrine HCl","otc_monograph","analgesic_antipyretic","TABLET","ORAL","ACETAMINOPHEN; CHLORPHENIRAMINE MALEATE; PHENYLEPHRINE HYDROCHLORIDE","combo","STARCH, CORN; CROSPOVIDONE; HYPROMELLOSES; MICROCRYSTALLINE CELLULOSE; POLYETHYLENE GLYCOL, UNSPECIFIED; POVIDONE; STEARIC ACID","gluten_free","STARCH, CORN","gluten_free","63654-275","","OTC Monograph Drug","active","Selder, S.A. de C.V.","d2762d9c-e7e7-42b2-a26a-14b2aa0307cb","https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d2762d9c-e7e7-42b2-a26a-14b2aa0307cb"
